0,Brand,Model,Price,Fuel,Variant,KMS_driven
274,2016 Honda Jazz,1.2 V i VTEC,4.95 Lakh,Petrol,Manual,"26,521 kms"
275,2017 Hyundai Grand i10,Sportz,5.18 Lakh,Petrol,Manual,"23,461 kms"
276,2016 Volkswagen Ameo,1.2 MPI Highline,5.00 Lakh,Petrol,Manual,"22,498 kms"
277,2015 Maruti Ciaz,ZDi Plus SHVS,6.05 Lakh,Diesel,Manual,"1,15,206 kms"
278,2018 Hyundai Creta,1.6 VTVT SX Plus Dual Tone,10.77 Lakh,Petrol,Manual,"28,596 kms"
279,2018 Mercedes-Benz GLS,350d 4MATIC,73.00 Lakh,Diesel,Automatic,"6,302 kms"
280,2017 Renault KWID,1.0 AMT RXT,3.65 Lakh,Petrol,Automatic,"27,798 kms"
281,2018 Hyundai Creta,1.4 E Plus,10.50 Lakh,Diesel,Manual,"65,343 kms"
282,2018 Jeep Compass,1.4 Limited Option,15.90 Lakh,Petrol,Automatic,"47,879 kms"
283,2011 Hyundai i10,Sportz AT,2.91 Lakh,Petrol,Automatic,"8,481 kms"
284,2021 MG Gloster,Sharp 6-Str,38.75 Lakh,Diesel,Automatic,"84,941 kms"
285,2021 MG Gloster,Sharp 6-Str,38.75 Lakh,Diesel,Automatic,"1,18,631 kms"
286,2020 Jeep Compass,1.4 Sport Plus,14.75 Lakh,Petrol,Manual,"66,204 kms"
287,2022 Volkswagen Taigun,1.0 TSI Topline AT,17.90 Lakh,Petrol,Automatic,"26,819 kms"
288,2019 Tata Harrier,XZ BSIV,16.35 Lakh,Diesel,Manual,"65,145 kms"
289,2014 BMW 3 Series,GT 320d Luxury Line,19.75 Lakh,Diesel,Automatic,"45,940 kms"
290,2016 Skoda Rapid,1.5 TDI AT Elegance Plus,5.75 Lakh,Diesel,Automatic,"92,613 kms"
291,2020 Maruti Ciaz,Alpha AT,10.25 Lakh,Petrol,Automatic,"45,340 kms"
292,2012 Honda City,S,3.96 Lakh,Petrol,Manual,"24,136 kms"
293,2018 Maruti Swift,VXI BSIV,6.45 Lakh,Petrol,Manual,"63,615 kms"
294,2014 Audi A6,2.0 TDI,16.00 Lakh,Diesel,Automatic,"53,704 kms"
295,2012 Audi A4,2.0 TDI,12.50 Lakh,Diesel,Automatic,"38,931 kms"
296,2015 Audi A6,35 TDI Technology,26.00 Lakh,Diesel,Automatic,"1,06,865 kms"
297,2016 BMW 5 Series,520d Luxury Line,25.00 Lakh,Diesel,Automatic,"91,937 kms"
298,2011 BMW 5 Series,525d,11.99 Lakh,Diesel,Automatic,"98,772 kms"
299,2017 Hyundai i20,1.2 Spotz,6.00 Lakh,Petrol,Manual,"1,21,605 kms"
300,2011 Land Rover Range Rover,3.6 TDV8 Vogue SE,32.00 Lakh,Diesel,Automatic,"98,891 kms"
301,2013 Mercedes-Benz M-Class,ML 250 CDI,14.50 Lakh,Diesel,Automatic,"1,23,145 kms"
302,2018 Maruti Baleno,1.2 Alpha,6.90 Lakh,Petrol,Manual,"22,845 kms"
303,2019 Mercedes-Benz GLA Class,200 Sport,31.75 Lakh,Petrol,Automatic,"39,949 kms"
304,2014 Mercedes-Benz GLA Class,200 Sport Edition,19.00 Lakh,Petrol,Automatic,"69,010 kms"
305,2012 BMW 5 Series,520d Sedan,14.00 Lakh,Diesel,Automatic,"2,20,000 kms"
306,2017 BMW 5 Series,530d M Sport,48.50 Lakh,Diesel,Automatic,"62,000 kms"
307,2018 Audi A3,35 TDI Premium Plus,25.50 Lakh,Diesel,Automatic,"65,000 kms"
308,2021 Tata Harrier,XZ Plus,22.90 Lakh,Diesel,Manual,"40,000 kms"
309,2015 Mercedes-Benz E-Class,E250 CDI Avantgarde,23.50 Lakh,Diesel,Automatic,"68,023 kms"
310,2020 Maruti Wagon R,VXI AMT Opt,6.35 Lakh,Petrol,Automatic,"31,000 kms"
311,2014 Hyundai Xcent,1.2 Kappa S,3.85 Lakh,Petrol,Manual,"40,000 kms"
312,2017 BMW 7 Series,730Ld DPE Signature,62.50 Lakh,Diesel,Automatic,"72,000 kms"
313,2016 Audi Q7,45 TDI Quattro Technology,47.50 Lakh,Diesel,Automatic,"41,000 kms"
314,2011 Mercedes-Benz C-Class,220 CDI AT,8.00 Lakh,Diesel,Automatic,"70,000 kms"
315,2011 Hyundai i20,1.4 CRDi Magna,2.95 Lakh,Diesel,Manual,"44,000 kms"
316,2017 Hyundai Grand i10,1.2 Kappa Asta,4.90 Lakh,Petrol,Manual,"51,020 kms"
317,2020 Honda City,CVT,13.50 Lakh,Petrol,Automatic,"2,200 kms"
318,2013 Maruti Ertiga,ZXI,5.70 Lakh,Petrol,Manual,"26,830 kms"
319,2020 Honda BR-V,i-VTEC VX MT,10.25 Lakh,Petrol,Manual,"34,060 kms"
320,2018 Mercedes-Benz GLE,250d,54.50 Lakh,Diesel,Automatic,"34,000 kms"
321,2012 Honda City,V MT,4.45 Lakh,Petrol,Manual,"65,002 kms"
322,2012 Maruti Swift,VXI,3.50 Lakh,Petrol,Manual,"45,000 kms"
323,2016 Honda Jazz,V CVT,5.75 Lakh,Petrol,Automatic,"51,000 kms"
324,2015 Honda Amaze,S i-Dtech,4.75 Lakh,Diesel,Manual,"65,000 kms"
325,2012 Jaguar XF,3.0 Litre S Premium Luxury,17.75 Lakh,Diesel,Automatic,"42,000 kms"
326,2014 Mercedes-Benz M-Class,ML 250 CDI,28.00 Lakh,Diesel,Automatic,"82,800 kms"
327,2021 Kia Seltos,GTX Plus DCT,19.50 Lakh,Petrol,Automatic,"62,000 kms"
328,2018 Hyundai Creta,1.6 E Plus,10.50 Lakh,Petrol,Manual,"55,000 kms"
329,2011 Land Rover Range Rover,3.6 TDV8 Vogue SE,32.00 Lakh,Diesel,Automatic,"19,000 kms"
330,2017 Hyundai i20,Sportz 1.2,6.00 Lakh,Petrol,Manual,"25,000 kms"
331,2015 Maruti Swift,ZXI BSIV,5.25 Lakh,Petrol,Manual,"76,000 kms"
332,2015 Honda City,i VTEC CVT VX,7.45 Lakh,Petrol,Automatic,"60,000 kms"
333,2017 Mercedes-Benz CLA,200 CGI Sport,24.75 Lakh,Petrol,Automatic,"11,000 kms"
334,2017 Hyundai Grand i10,1.2 Kappa Magna BSIV,4.50 Lakh,Petrol,Manual,"75,800 kms"
335,2018 Honda City,i-VTEC CVT ZX,10.85 Lakh,Petrol,Automatic,"24,600 kms"
336,2015 Maruti Celerio,VXI AT,4.25 Lakh,Petrol,Automatic,"55,000 kms"
337,2016 Maruti Wagon R,VXI BS IV,4.25 Lakh,Petrol,Manual,"62,000 kms"
338,2015 Maruti Swift,VXI,4.75 Lakh,Petrol,Manual,"15,000 kms"
339,2018 Maruti Swift,AMT ZXI,6.75 Lakh,Petrol,Automatic,"50,000 kms"
340,2017 Volkswagen Polo,GT TSI,7.55 Lakh,Petrol,Automatic,"32,000 kms"
341,2018 Maruti Swift Dzire,AMT VXI,6.75 Lakh,Petrol,Automatic,"16,000 kms"
342,2016 Maruti Ciaz,VXi Plus,6.45 Lakh,Petrol,Manual,"44,000 kms"
343,2017 Maruti Vitara Brezza,ZDi Plus Dual Tone,8.75 Lakh,Diesel,Manual,"48,320 kms"
344,2012 Hyundai i10,Asta Sunroof AT,3.45 Lakh,Petrol,Automatic,"6,120 kms"
345,2010 Hyundai Verna,CRDi SX,2.75 Lakh,Diesel,Manual,"62,000 kms"
346,2009 Skoda New Laura,1.9 TDI MT Elegance,2.00 Lakh,Diesel,Manual,"40,000 kms"
347,2014 Honda City,i VTEC CVT VX,6.95 Lakh,Petrol,Automatic,"35,760 kms"
348,2015 Hyundai Verna,1.4 VTVT,5.85 Lakh,Petrol,Manual,"70,000 kms"
349,2018 Hyundai Verna,VTVT 1.6 SX,8.90 Lakh,Petrol,Manual,"85,000 kms"
350,2014 Toyota Innova,2.5 VX (Diesel) 7 Seater,10.50 Lakh,Diesel,Manual,"8,160 kms"
351,2016 Hyundai Elantra,SX,6.50 Lakh,Petrol,Manual,"44,000 kms"
352,2014 Nissan Terrano,XL,4.50 Lakh,Petrol,Manual,"14,000 kms"
353,2009 Honda Civic,1.8 V AT,2.45 Lakh,Petrol,Automatic,"63,000 kms"
354,2011 Toyota Corolla Altis,1.8 VL AT,4.45 Lakh,Petrol,Automatic,"7,800 kms"
355,2017 Maruti Ciaz,1.4 Sigma,6.75 Lakh,Petrol,Manual,"33,000 kms"
356,2016 Volkswagen Polo,GT TSI,5.95 Lakh,Petrol,Automatic,"50,000 kms"
357,2011 Toyota Fortuner,3.0 Diesel,9.50 Lakh,Diesel,Manual,"70,000 kms"
358,2018 Toyota Corolla Altis,1.8 G CVT,11.95 Lakh,Petrol,Automatic,"74,000 kms"
359,2010 Honda City,1.5 V MT,3.10 Lakh,Petrol,Manual,"1,15,000 kms"
360,2012 Hyundai i20,1.2 Asta,3.95 Lakh,Petrol,Manual,"28,000 kms"
361,2011 Maruti Swift,1.3 VXi,2.95 Lakh,Petrol,Manual,"7,500 kms"
362,2016 Hyundai Creta,1.6 VTVT S,8.11 Lakh,Petrol,Manual,"1,30,000 kms"
363,2021 Toyota Glanza,G Smart Hybrid,7.95 Lakh,Petrol,Manual,"80,000 kms"
364,2021 Toyota Glanza,G,7.99 Lakh,Petrol,Manual,"74,000 kms"
365,2012 Mercedes-Benz C-Class,C 200 CGI Avantgarde,11.25 Lakh,Petrol,Automatic,"40,000 kms"
366,2016 Maruti Ciaz,VXi Plus,6.50 Lakh,Petrol,Manual,"92,000 kms"
367,2011 Maruti Ritz,VXI,2.75 Lakh,Petrol,Manual,"63,000 kms"
368,2018 BMW X1,sDrive 20d xLine,29.50 Lakh,Diesel,Automatic,"70,000 kms"
369,2012 Hyundai i20,Asta 1.4 AT,3.75 Lakh,Petrol,Manual,"62,000 kms"
370,2017 BMW 7 Series,730Ld M Sport,75.00 Lakh,Diesel,Automatic,"80,000 kms"
371,2014 Mahindra Thar,4X4,6.90 Lakh,Diesel,Manual,"8,500 kms"
372,2008 Honda Accord,VTi-L (MT),2.95 Lakh,Petrol,Manual,"74,000 kms"
373,2017 Maruti Baleno,Zeta,6.25 Lakh,Petrol,Manual,"21,000 kms"
374,2022 Hyundai Alcazar,Signature Dual Tone Diesel AT,23.25 Lakh,Diesel,Automatic,"66,000 kms"
375,2017 Datsun RediGO,S,2.95 Lakh,Petrol,Manual,"15,000 kms"
376,2016 Skoda Superb,Elegance 1.8 TSI MT,13.15 Lakh,Petrol,Manual,"64,000 kms"
377,2019 Maruti Swift,VDI,7.45 Lakh,Diesel,Manual,"84,900 kms"
378,2016 Hyundai Elantra,2.0 SX Option AT,11.35 Lakh,Petrol,Automatic,"60,000 kms"
379,2017 Honda Amaze,SX i DTEC,5.95 Lakh,Diesel,Manual,"79,000 kms"
380,2016 Maruti Ciaz,ZDi SHVS,6.95 Lakh,Diesel,Manual,"48,000 kms"
381,2010 BMW 5 Series,530d,10.50 Lakh,Diesel,Automatic,"45,000 kms"
382,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,9.25 Lakh,Petrol,Automatic,"39,000 kms"
383,2015 Maruti Swift,VXI BSIV,4.35 Lakh,Petrol,Manual,"50,000 kms"
384,2012 Maruti Wagon R,VXI BS IV,2.55 Lakh,Petrol,Manual,"35,000 kms"
385,2016 Maruti Wagon R,AMT VXI,3.50 Lakh,Petrol,Automatic,"54,000 kms"
386,2020 Honda City,ZX CVT,14.50 Lakh,Petrol,Automatic,"14,000 kms"
387,2013 Honda CR-V,2.4L 4WD AT,9.65 Lakh,Petrol,Automatic,"32,000 kms"
388,2013 Mahindra XUV500,W8 FWD,5.85 Lakh,Diesel,Manual,"61,000 kms"
389,2012 Maruti Wagon R,LXI CNG,2.95 Lakh,CNG,Manual,"48,000 kms"
390,2021 Mercedes-Benz GLS,400d 4MATIC,1.33 Cr,Diesel,Automatic,"61,000 kms"
391,2014 Mercedes-Benz C-Class,220 CDI AT,14.35 Lakh,Diesel,Automatic,"9,000 kms"
392,2012 Ford Endeavour,3.0L 4X4 AT,4.90 Lakh,Diesel,Automatic,"55,000 kms"
393,2020 Mahindra Alturas G4,4X4 AT BSIV,26.45 Lakh,Diesel,Automatic,"32,000 kms"
394,2020 Maruti XL6,Alpha,11.60 Lakh,Petrol,Manual,"10,000 kms"
395,2015 Maruti Swift,VDI,4.95 Lakh,Diesel,Manual,"11,000 kms"
396,2016 Mitsubishi Pajero,Sport 4X2 AT,13.99 Lakh,Diesel,Automatic,"15,000 kms"
397,2015 Mahindra Scorpio,S10 7 Seater,6.25 Lakh,Diesel,Manual,"71,000 kms"
398,2013 Maruti Ertiga,VXI CNG,5.65 Lakh,CNG,Manual,"59,000 kms"
399,2017 Honda WR-V,i-DTEC VX,7.75 Lakh,Diesel,Manual,"45,000 kms"
400,2021 Mahindra XUV300,W6 AMT Sunroof,10.75 Lakh,Petrol,Automatic,"28,500 kms"
401,2019 Hyundai Grand i10 Nios,AMT Sportz,6.95 Lakh,Petrol,Automatic,"35,000 kms"
402,2010 Honda City,1.5 S MT,2.85 Lakh,Petrol,Manual,"3,500 kms"
403,2016 Maruti Ertiga,VXI CNG,7.85 Lakh,CNG,Manual,"71,000 kms"
404,2011 Mercedes-Benz C-Class,250 CDI Classic,10.50 Lakh,Diesel,Automatic,"48,000 kms"
405,2019 BMW X4,M Sport X xDrive30d,62.00 Lakh,Diesel,Automatic,"8,000 kms"
406,2021 BMW X5,xDrive 30d xLine,1.05 Cr,Diesel,Automatic,"3,500 kms"
407,2021 BMW X5,xDrive 30d xLine,1.05 Cr,Diesel,Automatic,"2,100 kms"
408,2010 Honda City,1.5 V AT,3.45 Lakh,Petrol,Automatic,"4,500 kms"
409,2010 Honda City,1.5 S MT,2.75 Lakh,Petrol,Manual,"10,000 kms"
410,2013 Hyundai Verna,1.6 VTVT,5.00 Lakh,Petrol,Manual,"11,000 kms"
411,2007 Honda City,GXi,1.50 Lakh,Petrol,Manual,"27,000 kms"
412,2020 Mahindra Scorpio,S11,17.49 Lakh,Diesel,Manual,"70,000 kms"
413,2011 Honda City,1.5 V AT,3.45 Lakh,Petrol,Automatic,"5,200 kms"
414,2018 Land Rover Discovery Sport,TD4 HSE 7S,43.75 Lakh,Diesel,Automatic,"15,000 kms"
415,2017 Mercedes-Benz CLA,200 CGI Sport,24.75 Lakh,Petrol,Automatic,"50,000 kms"
416,2012 Honda City,V MT,3.99 Lakh,Petrol,Manual,"18,000 kms"
417,2015 Maruti Alto 800,CNG LXI,3.65 Lakh,CNG,Manual,"25,000 kms"
418,2015 Toyota Fortuner,4x2 AT,15.99 Lakh,Diesel,Automatic,"48,300 kms"
419,2014 Mahindra XUV500,W8 4WD,7.75 Lakh,Diesel,Manual,"60,000 kms"
420,2019 Maruti Swift,AMT ZXI Plus BSIV,7.75 Lakh,Petrol,Automatic,"18,000 kms"
421,2011 Mahindra Xylo,E4,3.25 Lakh,Diesel,Manual,"39,500 kms"
422,2007 Honda City,GXi,1.25 Lakh,Petrol,Manual,"36,000 kms"
423,2018 Mercedes-Benz GLE,250d,55.00 Lakh,Diesel,Automatic,"16,000 kms"
424,2018 Mahindra XUV500,W8 2WD,6.75 Lakh,Diesel,Manual,"73,000 kms"
425,2014 Mercedes-Benz E-Class,E200 Edition E,9.85 Lakh,Petrol,Automatic,"29,000 kms"
426,2009 Maruti Wagon R,VXI BSIII,1.70 Lakh,Petrol,Manual,"31,329 kms"
427,2016 BMW X1,sDrive20d Expedition,16.75 Lakh,Diesel,Automatic,"1,15,000 kms"
428,2021 Jeep Compass,Model S 4X4 Diesel AT,31.50 Lakh,Diesel,Automatic,"66,000 kms"
429,2017 Jeep Compass,1.4 Limited Option,14.90 Lakh,Petrol,Automatic,"15,000 kms"
430,2016 BMW X1,sDrive20d Expedition,16.75 Lakh,Diesel,Automatic,"20,511 kms"
431,2014 Toyota Innova,2.5 VX (Diesel) 8 Seater,9.25 Lakh,Diesel,Manual,"25,377 kms"
432,2018 Maruti Eeco,CNG 5 Seater AC BSIV,5.25 Lakh,CNG,Manual,"65,000 kms"
433,2020 Tata Nexon EV Prime,XZ Plus LUX,14.85 Lakh,Electric,Automatic,"49,000 kms"
434,2018 Renault KWID,RXT,3.60 Lakh,Petrol,Manual,"24,000 kms"
435,2022 Maruti Alto 800,VXI,3.99 Lakh,Petrol,Manual,"68,000 kms"
436,2016 Honda City,i VTEC E,6.25 Lakh,Petrol,Manual,"72,000 kms"
437,2016 Mahindra Thar,CRDe,7.85 Lakh,Diesel,Manual,"61,001 kms"
438,2010 Honda City,1.5 V AT,3.45 Lakh,Petrol,Automatic,"54,000 kms"
439,2018 Jeep Compass,1.4 Limited Option Black,14.75 Lakh,Petrol,Automatic,"31,000 kms"
440,2015 Audi A3,40 TFSI Premium,15.75 Lakh,Petrol,Automatic,"90,000 kms"
441,2006 Hyundai Santro Xing,XL,60000,Petrol,Manual,"1,85,000 kms"
442,2016 Mahindra XUV500,AT W10 FWD,10.45 Lakh,Diesel,Automatic,"33,000 kms"
443,2007 Maruti SX4,Zxi BSIII,1.25 Lakh,Petrol,Manual,"12,000 kms"
444,2016 Audi Q3,35 TDI Quattro Premium Plus,19.50 Lakh,Diesel,Automatic,"90,000 kms"
445,2013 BMW X1,sDrive20d,13.50 Lakh,Diesel,Automatic,"7,809 kms"
446,2013 Chevrolet Tavera,Neo 3 10 Seats BSIII,4.10 Lakh,Diesel,Manual,"44,000 kms"
447,2012 Honda City,V AT,4.50 Lakh,Petrol,Automatic,"49,125 kms"
448,2014 Maruti Ertiga,VDI,6.75 Lakh,Diesel,Manual,"75,000 kms"
449,2018 Honda City,ZX CVT,10.95 Lakh,Petrol,Automatic,"1,10,000 kms"
450,2015 Hyundai Verna,1.6 VTVT SX,5.75 Lakh,Petrol,Manual,"60,193 kms"
451,2013 Toyota Fortuner,4x2 AT,14.99 Lakh,Diesel,Automatic,"65,425 kms"
452,2018 Maruti Swift Dzire,AMT VXI,7.49 Lakh,Petrol,Automatic,"85,000 kms"
453,2019 BMW X4,M Sport X xDrive30d,59.00 Lakh,Diesel,Automatic,"62,000 kms"
454,2014 Maruti Ertiga,VXI CNG,6.95 Lakh,CNG,Manual,"93,000 kms"
455,2020 Maruti XL6,Zeta,11.20 Lakh,Petrol,Manual,"7,000 kms"
456,2022 Hyundai Creta,SX Opt Knight Diesel AT DT,21.50 Lakh,Diesel,Automatic,"12,000 kms"
457,2019 Hyundai Venue,SX Plus Turbo DCT BSIV,11.75 Lakh,Petrol,Automatic,"68,000 kms"
458,2021 Hyundai Creta,SX Opt Turbo,19.75 Lakh,Petrol,Automatic,"59,000 kms"
459,2018 Jeep Compass,2.0 Limited Plus,15.90 Lakh,Diesel,Manual,"62,000 kms"
460,2014 Maruti Swift,VXI BSIV,4.25 Lakh,Petrol,Manual,"90,000 kms"
461,2017 Maruti Baleno,Sigma Diesel,5.75 Lakh,Diesel,Manual,"11,000 kms"
462,2016 Honda Amaze,VX i-VTEC,5.35 Lakh,Petrol,Manual,"60,000 kms"
463,2014 Renault Duster,Petrol RxL,5.35 Lakh,Petrol,Manual,"50,011 kms"
464,2012 Maruti Alto,LXi,1.85 Lakh,Petrol,Manual,"1,40,000 kms"
465,2013 Hyundai i20,Magna,3.25 Lakh,Petrol,Manual,"51,000 kms"
466,2013 Toyota Innova,2.5 G (Diesel) 8 Seater BS IV,7.31 Lakh,Diesel,Manual,"1,00,000 kms"
467,2019 Maruti Vitara Brezza,VDi AMT,9.75 Lakh,Diesel,Automatic,"80,400 kms"
468,2008 Skoda Fabia,1.2 MPI Active,1.35 Lakh,Petrol,Manual,"79,900 kms"
469,2014 Hyundai Verna,1.6 SX VTVT AT,5.95 Lakh,Petrol,Automatic,"95,900 kms"
470,2020 Tata Harrier,XZ,16.90 Lakh,Diesel,Manual,"8,300 kms"
471,2016 Skoda Octavia,1.8 TSI AT Style Plus,11.50 Lakh,Petrol,Automatic,"53,800 kms"
472,2016 Hyundai Creta,1.6 CRDi AT SX Plus,11.25 Lakh,Diesel,Automatic,"83,000 kms"
473,2010 Toyota Innova,2.5 G (Diesel) 8 Seater,4.85 Lakh,Diesel,Manual,"50,045 kms"
474,2018 Hyundai Verna,VTVT 1.6 AT EX,10.50 Lakh,Petrol,Automatic,"51,000 kms"
475,2021 MG ZS EV,Exclusive,23.90 Lakh,Electric,Automatic,"41,000 kms"
476,2015 Mercedes-Benz S-Class,S 350 CDI,58.75 Lakh,Diesel,Automatic,"25,262 kms"
477,2021 MG ZS EV,Exclusive,24.40 Lakh,Electric,Automatic,"63,300 kms"
478,2012 Mercedes-Benz M-Class,ML 350 CDI,19.50 Lakh,Diesel,Automatic,"14,000 kms"
479,2018 Volvo V40,D3 R Design,18.25 Lakh,Diesel,Automatic,"13,000 kms"
480,2015 Volvo XC 90,D5 Inscription BSIV,52.75 Lakh,Diesel,Automatic,"27,000 kms"
481,2015 Volvo V40 Cross Country,D3,16.75 Lakh,Diesel,Automatic,"18,000 kms"
482,2017 Mercedes-Benz GLE,250d,45.75 Lakh,Diesel,Automatic,"37,000 kms"
483,2017 Toyota Corolla Altis,1.8 GL,11.75 Lakh,Petrol,Manual,"28,237 kms"
484,2016 Maruti Eeco,7 Seater STD,4.10 Lakh,Petrol,Manual,"25,000 kms"
485,2016 Mercedes-Benz GLE,250d,43.75 Lakh,Diesel,Automatic,"28,079 kms"
486,2010 Toyota Corolla Altis,G,3.75 Lakh,Petrol,Manual,"39,079 kms"
487,2012 Toyota Corolla Altis,Diesel D4DG,5.50 Lakh,Diesel,Manual,"65,000 kms"
488,2006 Hyundai Santro Xing,XL,1.20 Lakh,Petrol,Manual,"20,079 kms"
489,2015 Mercedes-Benz GLE,250d,36.75 Lakh,Diesel,Automatic,"17,000 kms"
490,2018 Toyota Corolla Altis,1.8 VL CVT,15.50 Lakh,Petrol,Automatic,"46,000 kms"
491,2019 Maruti Vitara Brezza,VDi AMT,9.75 Lakh,Diesel,Automatic,"45,079 kms"
492,2014 Mercedes-Benz GLA Class,200,19.75 Lakh,Petrol,Automatic,"21,079 kms"
493,2017 Toyota Corolla Altis,1.8 GL,12.75 Lakh,Petrol,Manual,"12,079 kms"
494,2014 Land Rover Freelander 2,SE,17.50 Lakh,Diesel,Automatic,"59,000 kms"
495,2020 Kia Seltos,HTK Plus AT D,15.95 Lakh,Diesel,Automatic,"31,000 kms"
496,2013 Maruti Ertiga,VXI,5.61 Lakh,Petrol,Manual,"44,000 kms"
497,2016 Hyundai Verna,1.6 VTVT AT S,7.75 Lakh,Petrol,Automatic,"28,000 kms"
498,2021 Tata Nexon EV Prime,XZ Plus,14.75 Lakh,Electric,Automatic,"65,000 kms"
499,2014 Mercedes-Benz E-Class,E250 CDI Avantgrade,20.50 Lakh,Diesel,Automatic,"44,000 kms"
500,2018 Toyota Innova Crysta,2.8 GX AT BSIV,18.90 Lakh,Diesel,Automatic,"49,000 kms"
501,2018 Maruti Swift,AMT VXI,6.65 Lakh,Petrol,Automatic,"72,000 kms"
502,2016 Mercedes-Benz CLA,200 Sport Edition,21.25 Lakh,Petrol,Automatic,"81,000 kms"
503,2016 Mercedes-Benz CLA,200 Sport Edition,21.25 Lakh,Petrol,Automatic,"63,000 kms"
504,2014 Jaguar XJ,3.0L Premium Luxury LWB,36.50 Lakh,Diesel,Automatic,"44,000 kms"
505,2018 Maruti Ertiga,VXI CNG,9.25 Lakh,CNG,Manual,"1,10,000 kms"
506,2015 Mercedes-Benz C-Class,C 200 AVANTGARDE,20.90 Lakh,Petrol,Automatic,"48,000 kms"
507,2012 Skoda Rapid,1.6 TDI Active,3.25 Lakh,Diesel,Manual,"75,000 kms"
508,2018 Maruti Eeco,CNG HTR 5-STR,4.25 Lakh,CNG,Manual,"13,000 kms"
509,2013 Mercedes-Benz C-Class,C 220 CDI BE COR,13.25 Lakh,Diesel,Automatic,"24,000 kms"
510,2017 Skoda Superb,Style 1.8 TSI AT,16.50 Lakh,Petrol,Automatic,"40,000 kms"
511,2010 Mercedes-Benz C-Class,C 200 CGI Avantgarde,7.50 Lakh,Petrol,Automatic,"70,000 kms"
512,2019 Maruti Ciaz,Delta Automatic BSIV,8.75 Lakh,Petrol,Automatic,"58,000 kms"
513,2019 Kia Seltos,GTX Plus DCT,17.65 Lakh,Petrol,Automatic,"44,000 kms"
514,2020 Mini Cooper Convertible,S,49.75 Lakh,Petrol,Automatic,"60,000 kms"
515,2015 Maruti Baleno,1.2 Delta,5.90 Lakh,Petrol,Manual,"52,000 kms"
516,2015 Hyundai Verna,1.6 VTVT S,5.60 Lakh,Petrol,Manual,"60,000 kms"
517,2021 Hyundai Venue,SX Turbo,10.40 Lakh,Petrol,Manual,"89,000 kms"
518,2019 Honda City,SV MT,9.50 Lakh,Petrol,Manual,"37,000 kms"
519,2017 BMW X5,xDrive35i Design Pure Exp 5S,54.75 Lakh,Petrol,Automatic,"10,000 kms"
520,2016 Honda Jazz,1.2 V AT i VTEC,5.50 Lakh,Petrol,Automatic,"20,000 kms"
521,2019 BMW X3,xDrive 20d Luxury Line,53.75 Lakh,Diesel,Automatic,"85,000 kms"
522,2013 Hyundai Elantra,SX AT,6.65 Lakh,Petrol,Automatic,"1,10,000 kms"
523,2020 Kia Seltos,GTX,17.90 Lakh,Petrol,Manual,"76,000 kms"
524,2019 Honda Civic,ZX BSIV,18.90 Lakh,Petrol,Automatic,"42,000 kms"
525,2017 BMW X1,sDrive 20d xLine,22.50 Lakh,Diesel,Automatic,"52,000 kms"
526,2020 BMW 7 Series,730Ld DPE,1.25 Cr,Diesel,Automatic,"3,000 kms"
527,2009 Honda City,1.5 S MT,3.10 Lakh,Petrol,Manual,"4,900 kms"
528,2013 Audi Q5,2.0 TDI Premium Plus,16.75 Lakh,Diesel,Automatic,"37,000 kms"
529,2017 Honda City,i-VTEC CVT ZX,9.25 Lakh,Petrol,Automatic,"36,000 kms"
530,2017 Audi Q3,35 TDI Quattro Premium Plus,23.90 Lakh,Diesel,Automatic,"36,200 kms"
531,2014 BMW 3 Series,320d Sport Line,16.75 Lakh,Diesel,Automatic,"75,000 kms"
532,2020 Honda Amaze,S CVT Petrol,8.25 Lakh,Petrol,Automatic,"16,000 kms"
533,2014 Audi Q3,2.0 TDI Quattro Premium Plus,17.75 Lakh,Diesel,Automatic,"5,200 kms"
534,2013 BMW 3 Series,320d Sport Line,15.75 Lakh,Diesel,Automatic,"7,000 kms"
535,2015 Ford Ecosport,1.0 Ecoboost Titanium,5.25 Lakh,Petrol,Manual,"30,000 kms"
536,2020 Audi Q2,Standard With Sunroof,32.50 Lakh,Petrol,Automatic,"38,000 kms"
537,2008 Bentley Continental,Flying Spur BSIV,48.50 Lakh,Petrol,Automatic,"80,000 kms"
538,2015 Audi A3,35 TDI Premium Plus,15.25 Lakh,Diesel,Automatic,"65,000 kms"
539,2017 Hyundai Creta,1.6 VTVT AT SX Plus,10.49 Lakh,Petrol,Automatic,"31,000 kms"
540,2015 Maruti Ertiga,BSIV VXI,6.50 Lakh,Petrol,Manual,"31,000 kms"
541,2012 Nissan Sunny,XE,2.85 Lakh,Petrol,Manual,"19,733 kms"
542,2012 Honda City,V AT,4.95 Lakh,Petrol,Automatic,"45,000 kms"
543,2017 Maruti Swift Dzire,VDI,7.39 Lakh,Diesel,Manual,"24,000 kms"
544,2009 Honda Accord,2.4 AT,3.25 Lakh,Petrol,Automatic,"10,000 kms"
545,2011 Volkswagen Vento,Petrol Highline AT,3.85 Lakh,Petrol,Automatic,"26,530 kms"
546,2005 Toyota prado,VX A/T,10.50 Lakh,Petrol,Automatic,"80,000 kms"
547,2017 Honda Jazz,1.2 V AT i VTEC,6.85 Lakh,Petrol,Automatic,"56,000 kms"
548,2018 Maruti Swift Dzire,AMT VXI,7.85 Lakh,Petrol,Automatic,"40,570 kms"
