0,Brand,Model,Price,Fuel,Variant,KMS_driven
4369,2020 Honda City,VTEC,12.70 Lakh,Petrol,Manual,"80,000 kms"
4370,2017 Tata Tiago,1.2 Revotron XZ,4.85 Lakh,Petrol,Manual,"94,000 kms"
4371,2017 Maruti Alto K10,VXI AMT,4.25 Lakh,Petrol,Automatic,"70,000 kms"
4372,2016 Maruti Swift Dzire,VDI,6.45 Lakh,Diesel,Manual,"1,46,565 kms"
4373,2016 Skoda Rapid,1.5 TDI AT Ambition,7.49 Lakh,Diesel,Automatic,"76,000 kms"
4374,2020 Hyundai Grand i10 Nios,Asta,7.85 Lakh,Petrol,Manual,"22,000 kms"
4375,2021 Maruti Swift,VXI AMT,7.45 Lakh,Petrol,Automatic,"17,700 kms"
4376,2012 Hyundai Verna,1.6 SX,4.10 Lakh,Diesel,Manual,"40,000 kms"
4377,2018 Hyundai Grand i10,1.2 Kappa Sportz Option,5.85 Lakh,Petrol,Manual,"72,000 kms"
4378,2018 Maruti Ciaz,Delta Diesel,8.50 Lakh,Diesel,Manual,"77,759 kms"
4379,2016 Honda Jazz,VX,5.95 Lakh,Petrol,Manual,"1,10,000 kms"
4380,2020 Hyundai i20,Asta Opt,8.65 Lakh,Petrol,Manual,"85,000 kms"
4381,2011 Honda City,1.5 S MT,4.30 Lakh,Petrol,Manual,"1,17,000 kms"
4382,2020 Tata Nexon,XMA AMT,10.00 Lakh,Petrol,Automatic,"1,46,000 kms"
4383,2017 Tata Tiago,1.2 Revotron XTA,4.85 Lakh,Petrol,Automatic,"1,60,000 kms"
4384,2015 Mahindra XUV500,W8 2WD,10.95 Lakh,Diesel,Manual,"70,000 kms"
4385,2018 Honda WR-V,Edge Edition i-VTEC S,7.85 Lakh,Petrol,Manual,"82,085 kms"
4386,2014 Renault Duster,85PS Diesel RxL,4.65 Lakh,Diesel,Manual,"88,000 kms"
4387,2019 Mahindra XUV300,W8 Option,10.25 Lakh,Petrol,Manual,"80,000 kms"
4388,2018 Mahindra E Verito,D2,4.50 Lakh,Electric,Automatic,"61,216 kms"
4389,2018 Mahindra E Verito,D2,4.50 Lakh,Electric,Automatic,"37,851 kms"
4390,2018 Mahindra E Verito,D2,4.50 Lakh,Electric,Automatic,"69,569 kms"
4391,2018 Mahindra E Verito,D2,4.50 Lakh,Electric,Automatic,"1,33,000 kms"
4392,2018 Mahindra E Verito,D2,4.50 Lakh,Electric,Automatic,"33,088 kms"
4393,2018 Mahindra E Verito,D2,4.50 Lakh,Electric,Automatic,"65,207 kms"
4394,2010 Mercedes-Benz E-Class,E250 CDI Classic,11.50 Lakh,Diesel,Automatic,"69,000 kms"
4395,2018 Maruti Celerio X,AMT ZXI BSIV,5.25 Lakh,Petrol,Automatic,"9,00,400 kms"
4396,2019 Maruti Vitara Brezza,ZDi AMT,9.90 Lakh,Diesel,Automatic,"87,000 kms"
4397,2018 Maruti Swift,VXI,6.25 Lakh,Petrol,Manual,"90,300 kms"
4398,2018 Renault KWID,1.0 AMT RXT,4.20 Lakh,Petrol,Automatic,"74,000 kms"
4399,2020 Maruti Swift Dzire,VXI,7.50 Lakh,Petrol,Manual,"1,85,000 kms"
4400,2019 Maruti Baleno,1.2 CVT Delta,7.50 Lakh,Petrol,Automatic,"83,000 kms"
4401,2017 Maruti Alto K10,VXI Optional,3.45 Lakh,Petrol,Manual,"37,777 kms"
4402,2008 Maruti 800,AC,1.15 Lakh,Petrol,Manual,"53,000 kms"
4403,2018 Hyundai Verna,CRDi 1.6 SX Option,9.50 Lakh,Diesel,Manual,"1,02,000 kms"
4404,2014 Maruti Wagon R,VXI,3.59 Lakh,Petrol,Manual,"1,04,000 kms"
4405,2014 Volkswagen Polo,1.5 TDI Highline,4.50 Lakh,Diesel,Manual,"1,14,000 kms"
4406,2006 Skoda New Laura,L and K AT,1.95 Lakh,Diesel,Automatic,"99,000 kms"
4407,2020 Kia Seltos,GTX Plus AT D,17.75 Lakh,Diesel,Automatic,"27,616 kms"
4408,2012 Hyundai Verna,1.6 SX,4.75 Lakh,Diesel,Manual,"91,835 kms"
4409,2015 Hyundai Xcent,1.1 CRDi S,3.45 Lakh,Diesel,Manual,"53,000 kms"
4410,2010 Maruti Swift Dzire,VDi,3.55 Lakh,Diesel,Manual,"40,398 kms"
4411,2018 Maruti Swift,AMT VDI,6.65 Lakh,Diesel,Automatic,"58,000 kms"
4412,2004 Mercedes-Benz C-Class,200 K AT,4.35 Lakh,Petrol,Automatic,"25,000 kms"
4413,2010 Hyundai i10,Sportz,2.95 Lakh,Petrol,Manual,"35,216 kms"
4414,2018 Mahindra XUV500,W11 BSIV,16.50 Lakh,Diesel,Manual,"87,200 kms"
4415,2019 Mercedes-Benz E-Class All-Terrain,E 220 d,54.00 Lakh,Diesel,Automatic,"48,000 kms"
4416,2016 Mercedes-Benz C-Class,C 220d Avantgarde Edition C,29.50 Lakh,Diesel,Automatic,"86,000 kms"
4417,2020 Toyota Innova Crysta,2.4 VX MT 8 STR,25.00 Lakh,Diesel,Manual,"88,000 kms"
4418,2018 Skoda Rapid,1.6 MPI Style BSIV,8.80 Lakh,Petrol,Manual,"32,366 kms"
4419,2015 Maruti Wagon R,LXI Optional,4.40 Lakh,Petrol,Manual,"84,523 kms"
4420,2017 Hyundai EON,Magna,3.70 Lakh,Petrol,Manual,"80,000 kms"
4421,2020 Tata Altroz,XZ,9.00 Lakh,Petrol,Manual,"75,000 kms"
4422,2012 Fiat Linea,1.3 Emotion,3.50 Lakh,Diesel,Manual,"83,000 kms"
4423,2015 Volkswagen Polo,1.5 TDI Highline,5.85 Lakh,Diesel,Manual,"31,000 kms"
4424,2014 Honda City,i DTec V,6.10 Lakh,Diesel,Manual,"83,000 kms"
4425,2016 Maruti Swift,VDI,6.35 Lakh,Diesel,Manual,"45,000 kms"
4426,2011 Hyundai Verna,1.6 SX VTVT AT,4.95 Lakh,Petrol,Automatic,"88,000 kms"
4427,2014 Maruti Ritz,LDi,3.50 Lakh,Diesel,Manual,"1,12,000 kms"
4428,2013 Volkswagen Polo,Diesel Highline 1.2L,3.95 Lakh,Diesel,Manual,"73,000 kms"
4429,2019 Maruti Baleno,Alpha,7.95 Lakh,Petrol,Manual,"26,000 kms"
4430,2018 Renault Lodgy,Stepway 110PS RXZ 8S,9.45 Lakh,Diesel,Manual,"1,50,551 kms"
4431,2013 Hyundai Verna,1.6 SX,5.25 Lakh,Diesel,Manual,"24,093 kms"
4432,2015 Maruti Ertiga,ZDI,7.00 Lakh,Diesel,Manual,"59,000 kms"
4433,2013 Ford Figo,Diesel ZXI,2.90 Lakh,Diesel,Manual,"51,000 kms"
4434,2009 Maruti Alto,LXi,1.95 Lakh,Petrol,Manual,"70,271 kms"
4435,2015 Toyota Innova,2.5 G (Diesel) 7 Seater,12.20 Lakh,Diesel,Manual,"63,000 kms"
4436,2017 Jeep Compass,2.0 Limited Option 4X4,16.90 Lakh,Diesel,Manual,"57,000 kms"
4437,2014 Maruti Alto 800,LXI,2.80 Lakh,Petrol,Manual,"63,042 kms"
4438,2019 Maruti Swift,VDI,7.80 Lakh,Diesel,Manual,"82,283 kms"
4439,2014 Mahindra XUV500,W6 2WD,8.30 Lakh,Diesel,Manual,"75,000 kms"
4440,2019 Hyundai Verna,CRDi 1.6 SX Option,12.50 Lakh,Diesel,Manual,"90,117 kms"
4441,2012 Skoda Rapid,1.6 TDI Ambition,3.95 Lakh,Diesel,Manual,"1,32,843 kms"
4442,2016 Tata Tiago,1.2 Revotron XZ,4.80 Lakh,Petrol,Manual,"72,889 kms"
4443,2004 Maruti Wagon R,LXI,1.50 Lakh,Petrol,Manual,"67,792 kms"
4444,2013 Maruti Alto 800,LXI,2.60 Lakh,Petrol,Manual,"38,195 kms"
4445,2015 Maruti Baleno,1.3 Delta,6.00 Lakh,Diesel,Manual,"1,20,000 kms"
4446,2013 Volkswagen Vento,Diesel Comfortline,4.80 Lakh,Diesel,Manual,"25,000 kms"
4447,2019 Hyundai Grand i10 Nios,Asta,7.35 Lakh,Petrol,Manual,"83,000 kms"
4448,2019 Maruti Wagon R,ZXI 1.2BSIV,5.65 Lakh,Petrol,Manual,"35,000 kms"
4449,2015 Hyundai EON,1.0 Kappa Magna Plus,3.75 Lakh,Petrol,Manual,"47,000 kms"
4450,2015 Honda Amaze,VX i-DTEC,5.60 Lakh,Diesel,Manual,"88,000 kms"
4451,2012 Chevrolet Beat,Diesel LT,2.60 Lakh,Diesel,Manual,"61,000 kms"
4452,2010 Hyundai i10,Era 1.1,2.80 Lakh,Petrol,Manual,"1,00,000 kms"
4453,2015 Honda Mobilio,V i-DTEC,6.45 Lakh,Diesel,Manual,"78,000 kms"
4454,2012 Hyundai Verna,1.6 SX CRDi (O),4.95 Lakh,Diesel,Manual,"81,529 kms"
4455,2005 Maruti Zen,VXI,1.00 Lakh,Petrol,Manual,"1,10,000 kms"
4456,2013 Mahindra XUV500,W8 FWD,5.50 Lakh,Diesel,Manual,"73,750 kms"
4457,2013 Ford Ecosport,1.5 DV5 MT Titanium,5.50 Lakh,Diesel,Manual,"89,000 kms"
4458,2020 Kia Sonet,HTX Plus Turbo iMT DT,12.75 Lakh,Petrol,Manual,"85,000 kms"
4459,2018 Honda Amaze,VX Petrol,6.95 Lakh,Petrol,Manual,"78,500 kms"
4460,2021 Maruti Vitara Brezza,VXI,9.70 Lakh,Petrol,Manual,"37,770 kms"
4461,2010 Maruti Wagon R,VXI,2.45 Lakh,Petrol,Manual,"94,000 kms"
4462,2019 Maruti Vitara Brezza,ZDi,9.95 Lakh,Diesel,Manual,"22,000 kms"
4463,2012 Porsche Cayenne,Diesel,18.50 Lakh,Diesel,Automatic,"82,574 kms"
4464,2015 Mercedes-Benz CLA,200 CDI Sport,16.50 Lakh,Diesel,Automatic,"4,898 kms"
4465,2009 Skoda New Laura,1.9 TDI AT Ambiente,4.50 Lakh,Diesel,Automatic,"33,495 kms"
4466,2013 Toyota Fortuner,4x4 MT,12.25 Lakh,Diesel,Manual,"85,000 kms"
4467,2015 Toyota Fortuner,4x4 AT,16.00 Lakh,Diesel,Automatic,"1,20,000 kms"
4468,2014 BMW 5 Series,525d Luxury Line,16.50 Lakh,Diesel,Automatic,"72,000 kms"
4469,2017 Maruti Swift Dzire,AGS ZDI Plus,7.95 Lakh,Diesel,Automatic,"43,000 kms"
4470,2011 Maruti Alto,Green LXi (CNG),2.15 Lakh,CNG,Manual,"43,200 kms"
4471,2013 Skoda Rapid,1.6 TDI Ambition,4.95 Lakh,Diesel,Manual,"38,800 kms"
4472,2015 Hyundai i20,Sportz 1.4 CRDi,6.40 Lakh,Diesel,Manual,"32,000 kms"
4473,2017 Maruti Swift Dzire,AMT VXI BS IV,5.95 Lakh,Petrol,Automatic,"27,618 kms"
4474,2017 Maruti Celerio,VXi AMT,5.20 Lakh,Petrol,Automatic,"64,000 kms"
4475,2016 Volvo XC 90,D5 Inscription BSIV,42.50 Lakh,Diesel,Automatic,"94,808 kms"
4476,2020 Hyundai Grand i10 Nios,AMT Sportz,7.50 Lakh,Petrol,Automatic,"60,000 kms"
4477,2012 Maruti Swift Dzire,LXI,4.35 Lakh,Petrol,Manual,"1,05,769 kms"
4478,2006 Hyundai Santro Xing,XO,1.70 Lakh,Petrol,Manual,"69,600 kms"
4479,2014 Mahindra XUV500,W8 2WD,8.50 Lakh,Diesel,Manual,"1,12,000 kms"
4480,2013 Volkswagen Polo,Diesel Highline 1.2L,4.25 Lakh,Diesel,Manual,"86,000 kms"
4481,2014 Mahindra XUV500,W6 2WD,8.75 Lakh,Diesel,Manual,"33,130 kms"
4482,2016 Honda Jazz,S Diesel,6.25 Lakh,Diesel,Manual,"80,000 kms"
4483,2013 Toyota Innova,2.5 GX (Diesel) 8 Seater BS IV,7.00 Lakh,Diesel,Manual,"1,01,000 kms"
4484,2008 Maruti Zen Estilo,VXI BSIII,1.30 Lakh,Petrol,Manual,"74,000 kms"
4485,2020 Mahindra Marazzo,M8,14.50 Lakh,Diesel,Manual,"49,000 kms"
4486,2018 Renault KWID,1.0 RXT,3.90 Lakh,Petrol,Manual,"1,10,000 kms"
4487,2017 Hyundai Xcent,1.1 CRDi Base,4.00 Lakh,Diesel,Manual,"60,000 kms"
4488,2016 Toyota Innova Crysta,2.4 VX MT 8S BSIV,18.00 Lakh,Diesel,Manual,"53,000 kms"
4489,2013 Renault Duster,85PS Diesel RxL,5.15 Lakh,Diesel,Manual,"66,000 kms"
4490,2015 Hyundai Creta,1.6 CRDi AT SX Plus,10.65 Lakh,Diesel,Automatic,"27,000 kms"
4491,2020 Maruti Baleno,1.2 Delta,6.85 Lakh,Petrol,Manual,"1,15,000 kms"
4492,2011 Hyundai i10,Sportz AT,3.35 Lakh,Petrol,Automatic,"88,000 kms"
4493,2020 Tata Harrier,XZA Plus Dual Tone AT,21.00 Lakh,Diesel,Automatic,"82,801 kms"
4494,2017 Renault KWID,1.0 RXT,3.95 Lakh,Petrol,Manual,"80,000 kms"
4495,2005 Hyundai Santro Xing,XL,1.70 Lakh,Petrol,Manual,"37,184 kms"
4496,2020 Volkswagen Ameo,1.5 TDI Trendline,7.00 Lakh,Diesel,Manual,"35,400 kms"
4497,2017 Maruti Celerio,VXI,4.45 Lakh,Petrol,Manual,"72,463 kms"
4498,2011 Skoda New Laura,Ambiente 2.0 TDI CR AT,3.75 Lakh,Diesel,Automatic,"32,000 kms"
4499,2018 Renault KWID,RXT,4.45 Lakh,Petrol,Manual,"2,174 kms"
4500,2012 Maruti Ritz,VDi,3.50 Lakh,Diesel,Manual,"55,000 kms"
4501,2015 Renault Duster,85PS Diesel RxL,5.85 Lakh,Diesel,Manual,"1,12,959 kms"
4502,2020 Hyundai Venue,S,8.50 Lakh,Petrol,Manual,"90,000 kms"
4503,2014 Fiat Punto,1.3 Active,3.95 Lakh,Diesel,Manual,"85,000 kms"
4504,2017 Ford Ecosport,1.5 Diesel Ambiente BSIV,7.25 Lakh,Diesel,Manual,"1,10,000 kms"
4505,2010 Hyundai Verna,Transform SX VGT CRDi,2.90 Lakh,Diesel,Manual,"38,000 kms"
4506,2013 Mahindra XUV500,W8 AWD,7.60 Lakh,Diesel,Manual,"90,600 kms"
4507,2017 Tata Tiago,1.2 Revotron XZA,5.75 Lakh,Petrol,Automatic,"75,000 kms"
4508,2013 Volkswagen Vento,1.5 TDI Highline,4.85 Lakh,Diesel,Manual,"86,000 kms"
4509,2018 Hyundai i20,1.2 Asta,7.90 Lakh,Petrol,Manual,"89,000 kms"
4510,2012 Volkswagen Vento,Diesel Trendline,3.05 Lakh,Diesel,Manual,"88,539 kms"
4511,2003 Toyota Corolla,H1,1.65 Lakh,Petrol,Manual,"40,000 kms"
4512,2008 Hyundai Santro Xing,GLS,1.95 Lakh,Petrol,Manual,"25,750 kms"
4513,2016 Hyundai EON,Era Plus Option,3.26 Lakh,Petrol,Manual,"87,614 kms"
4514,2011 Toyota Innova,2.5 V Diesel 7-seater,8.20 Lakh,Diesel,Manual,"86,278 kms"
4515,2020 Maruti SX4 S Cross,Zeta,10.20 Lakh,Petrol,Manual,"71,896 kms"
4516,2017 Maruti Vitara Brezza,ZDi Plus,9.00 Lakh,Diesel,Manual,"68,000 kms"
4517,2018 Toyota Fortuner,2.8 4WD MT BSIV,34.70 Lakh,Diesel,Manual,"67,000 kms"
4518,2015 Honda Amaze,S i-Vtech,4.45 Lakh,Petrol,Manual,"72,000 kms"
4519,2015 Honda Amaze,VX i-DTEC,5.30 Lakh,Diesel,Manual,"35,000 kms"
4520,2019 Maruti Swift,VDI,6.80 Lakh,Diesel,Manual,"1,40,000 kms"
4521,2015 Toyota Etios Cross,1.2L G,6.30 Lakh,Petrol,Manual,"1,10,000 kms"
4522,2014 Maruti Swift Dzire,VDI,5.75 Lakh,Diesel,Manual,"96,000 kms"
4523,2007 Maruti Swift,VXI BSIII,2.50 Lakh,Petrol,Manual,"1,07,691 kms"
4524,2009 Maruti Swift,VDI BSIV,3.10 Lakh,Diesel,Manual,"1,29,189 kms"
4525,2017 Maruti SX4 S Cross,DDiS 200 Zeta,8.50 Lakh,Diesel,Manual,"60,910 kms"
4526,2016 Maruti Ciaz,VDI SHVS,6.95 Lakh,Diesel,Manual,"91,879 kms"
4527,2017 Maruti Swift,DDiS VDI,6.80 Lakh,Diesel,Manual,"82,000 kms"
4528,2019 Maruti Swift Dzire,AMT VDI,8.90 Lakh,Diesel,Automatic,"28,000 kms"
4529,2010 Maruti Swift Dzire,ZDi,2.90 Lakh,Diesel,Manual,"39,000 kms"
4530,2017 Hyundai Grand i10,1.2 Kappa Asta,4.60 Lakh,Petrol,Manual,"78,651 kms"
4531,2015 Maruti Swift,VDI BSIV,5.45 Lakh,Diesel,Manual,"79,000 kms"
4532,2018 Maruti Alto K10,VXI,3.75 Lakh,Petrol,Manual,"48,000 kms"
4533,2014 Maruti Alto K10,VXI,3.25 Lakh,Petrol,Manual,"80,000 kms"
4534,2010 Chevrolet Spark,1.0 LS,1.55 Lakh,Petrol,Manual,"1,21,927 kms"
4535,2012 Maruti Wagon R,CNG LXI BSIV,3.35 Lakh,CNG,Manual,"41,645 kms"
4536,2006 Honda City,GXi,80000,Petrol,Manual,"54,167 kms"
4537,2011 Ford Figo,Diesel ZXI,1.85 Lakh,Diesel,Manual,"25,000 kms"
4538,2015 Ford Aspire,1.5 TDCi Ambiente,4.74 Lakh,Diesel,Manual,"34,941 kms"
4539,2007 Honda City,GXi,1.80 Lakh,Petrol,Manual,"92,000 kms"
4540,2018 Jeep Compass,2.0 Sport,15.00 Lakh,Diesel,Manual,"1,35,000 kms"
4541,2014 Maruti Ertiga,ZDI,7.25 Lakh,Diesel,Manual,"1,07,384 kms"
4542,2011 Maruti Wagon R,LXI DUO BS IV,2.95 Lakh,LPG,Manual,"80,000 kms"
4543,2015 Maruti Celerio,VXI,4.25 Lakh,Petrol,Manual,"72,800 kms"
4544,2017 Mahindra XUV500,AT W6 2WD,12.50 Lakh,Diesel,Automatic,"80,054 kms"
4545,2007 Maruti Swift,Vdi BSIII,2.55 Lakh,Diesel,Manual,"52,913 kms"
4546,2018 Honda Jazz,1.2 VX i VTEC,6.45 Lakh,Petrol,Manual,"80,000 kms"
4547,2021 Kia Seltos,Anniversary Edition D,17.00 Lakh,Diesel,Manual,"25,000 kms"
4548,2021 Nissan Magnite,Turbo XV,8.00 Lakh,Petrol,Manual,"1,02,840 kms"
4549,2019 Honda Amaze,V Diesel BSIV,8.50 Lakh,Diesel,Manual,"1,10,000 kms"
4550,2016 Maruti Swift Dzire,VDI,6.50 Lakh,Diesel,Manual,"31,000 kms"
4551,2004 Toyota Qualis,GS G9,2.20 Lakh,Diesel,Manual,"1,47,000 kms"
4552,2014 Honda Amaze,VX i-DTEC,4.50 Lakh,Diesel,Manual,"1,16,000 kms"
4553,2014 Maruti Ertiga,ZDI,7.20 Lakh,Diesel,Manual,"1,20,000 kms"
4554,2019 Maruti Wagon R,ZXI AMT 1.2BSIV,6.19 Lakh,Petrol,Automatic,"84,000 kms"
4555,2017 Maruti Wagon R,VXI Plus,4.69 Lakh,Petrol,Manual,"31,600 kms"
4556,2021 Volvo S90,B5 Inscription,52.00 Lakh,Petrol,Automatic,"1,16,000 kms"
4557,2021 Nissan Magnite,XE,7.25 Lakh,Petrol,Manual,"39,900 kms"
4558,2019 Maruti SX4 S Cross,Delta DDiS 200 SH,9.50 Lakh,Diesel,Manual,"50,500 kms"
4559,2013 Mahindra XUV500,W8 FWD,7.25 Lakh,Diesel,Manual,"76,000 kms"
4560,2008 Hyundai i10,Magna,2.35 Lakh,Petrol,Manual,"1,74,000 kms"
4561,2019 Tata Harrier,XZ,16.00 Lakh,Diesel,Manual,"71,000 kms"
4562,2017 Hyundai EON,1.0 Era Plus,2.90 Lakh,Petrol,Manual,"3,00,000 kms"
4563,2011 Skoda Superb,Elegance 2.0 TDI CR AT,6.25 Lakh,Diesel,Automatic,"78,000 kms"
4564,2015 Mahindra XUV500,W10 2WD,12.50 Lakh,Diesel,Manual,"49,441 kms"
4565,2021 Maruti Baleno,1.2 Zeta,8.24 Lakh,Petrol,Manual,"1,14,000 kms"
4566,2018 Mercedes-Benz GLE,350d,57.99 Lakh,Diesel,Automatic,"1,26,000 kms"
4567,2011 BMW X1,sDrive20d,10.99 Lakh,Diesel,Automatic,"84,000 kms"
4568,2016 Hyundai Xcent,1.2 CRDi SX,4.60 Lakh,Diesel,Manual,"49,000 kms"
4569,2019 Ford Endeavour,Titanium Plus 4X4,36.50 Lakh,Diesel,Automatic,"58,000 kms"
4570,2007 Mahindra Scorpio,2.6 Turbo 7 Str,2.65 Lakh,Diesel,Manual,"63,000 kms"
4571,2016 Mercedes-Benz CLA,200 CDI Sport,25.99 Lakh,Diesel,Automatic,"66,345 kms"
4572,2017 Hyundai i20 Active,1.2 SX,7.90 Lakh,Petrol,Manual,"85,000 kms"
4573,2016 Volkswagen Ameo,1.2 MPI Highline,5.90 Lakh,Petrol,Manual,"85,000 kms"
4574,2019 Jeep Compass,2.0 Limited Plus 4X4 BSIV,21.99 Lakh,Diesel,Manual,"85,000 kms"
4575,2011 Audi A4,1.8 TFSI Multitronic,6.85 Lakh,Petrol,Automatic,"62,000 kms"
4576,2013 Honda Amaze,VX O iDTEC,4.30 Lakh,Diesel,Manual,"60,000 kms"
4577,2015 Maruti Ertiga,ZDI,7.80 Lakh,Diesel,Manual,"70,378 kms"
4578,2006 Hyundai Getz,GLS,1.25 Lakh,Petrol,Manual,"84,800 kms"
4579,2020 Renault KWID,Climber 1.0 MT Opt,4.60 Lakh,Petrol,Manual,"60,000 kms"
4580,2017 Nissan Micra,XL CVT,5.45 Lakh,Petrol,Automatic,"77,563 kms"
4581,2015 Maruti Wagon R,VXI,3.95 Lakh,Petrol,Manual,"6,33,451 kms"
4582,2007 Honda Civic,1.8 V MT,4.00 Lakh,Petrol,Manual,"1,38,116 kms"
4583,2021 Tata Harrier,XZA Plus Dual Tone AT,22.90 Lakh,Diesel,Automatic,"45,415 kms"
4584,2009 Hyundai Accent,Executive,2.25 Lakh,Petrol,Manual,"40,000 kms"
4585,2017 Maruti Swift Dzire,VDI Optional,6.90 Lakh,Diesel,Manual,"38,000 kms"
4586,2013 Maruti Swift,VDI,4.45 Lakh,Diesel,Manual,"1,80,000 kms"
4587,2010 Tata Manza,Club Class Quadrajet90 LS,2.25 Lakh,Diesel,Manual,"96,384 kms"
4588,2006 Hyundai Santro,DX,1.50 Lakh,Petrol,Manual,"1,06,155 kms"
4589,2017 Hyundai i20,1.2 Magna Executive,6.35 Lakh,Petrol,Manual,"70,000 kms"
4590,2015 Volkswagen Vento,1.5 TDI Highline AT,6.95 Lakh,Diesel,Automatic,"75,000 kms"
4591,2012 Hyundai i10,Magna 1.1L,3.35 Lakh,Petrol,Manual,"79,000 kms"
4592,2012 Nissan Sunny,Diesel XL,4.25 Lakh,Diesel,Manual,"79,000 kms"
4593,2015 Maruti Swift,DDiS ZDI,5.75 Lakh,Diesel,Manual,"11,20,000 kms"
4594,2011 BMW X1,sDrive 20d Exclusive,9.50 Lakh,Diesel,Automatic,"75,000 kms"
4595,2014 Hyundai Santro Xing,GLS,3.25 Lakh,Petrol,Manual,"1,00,000 kms"
4596,2020 MG Hector,Style MT BSIV,15.28 Lakh,Petrol,Manual,"65,000 kms"
4597,2015 Hyundai Verna,1.6 SX,7.30 Lakh,Diesel,Manual,"58,000 kms"
4598,2013 Volkswagen Vento,Diesel Highline,4.75 Lakh,Diesel,Manual,"1,01,111 kms"
4599,2012 Maruti Swift,VDI,4.25 Lakh,Diesel,Manual,"42,000 kms"
4600,2011 Tata Manza,ELAN Quadrajet BS IV,3.05 Lakh,Diesel,Manual,"30,000 kms"
4601,2019 Mahindra XUV300,W8 Option Diesel BSIV,11.50 Lakh,Diesel,Manual,"26,000 kms"
4602,2013 Hyundai EON,Magna Plus,2.65 Lakh,Petrol,Manual,"90,000 kms"
4603,2020 Kia Sonet,1.5 GTX Plus Diesel,15.50 Lakh,Diesel,Manual,"76,500 kms"
4604,2015 Toyota Etios Cross,1.4 GD,5.10 Lakh,Diesel,Manual,"1,10,239 kms"
4605,2011 Audi Q7,3.0 TDI quattro,9.50 Lakh,Diesel,Automatic,"93,000 kms"
4606,2011 Ford Figo,Diesel Titanium,2.50 Lakh,Diesel,Manual,"70,000 kms"
4607,2015 Hyundai Verna,1.6 CRDi SX,6.80 Lakh,Diesel,Manual,"85,000 kms"
4608,2013 Volvo V40 Cross Country,D3,9.90 Lakh,Diesel,Automatic,"61,000 kms"
4609,2016 Maruti Swift,LDI BSIV,5.75 Lakh,Diesel,Manual,"77,803 kms"
4610,2012 Renault Duster,85PS Diesel RxL,4.65 Lakh,Diesel,Manual,"86,967 kms"
4611,2015 Maruti Swift Dzire,ZDI,6.50 Lakh,Diesel,Manual,"39,633 kms"
4612,2016 Porsche Boxster,S tiptronic,70.00 Lakh,Petrol,Automatic,"45,000 kms"
4613,2016 Mahindra KUV 100,mFALCON D75 K8,5.95 Lakh,Diesel,Manual,"75,474 kms"
4614,2013 Maruti Alto 800,LXI,2.70 Lakh,Petrol,Manual,"21,000 kms"
4615,2011 Maruti Alto,Green LXi (CNG),1.85 Lakh,CNG,Manual,"56,728 kms"
4616,2016 Maruti Wagon R,AMT VXI,4.90 Lakh,Petrol,Automatic,"78,000 kms"
4617,2017 Hyundai Grand i10,1.2 CRDi Sportz Option,4.50 Lakh,Diesel,Manual,"26,000 kms"
4618,2009 Hyundai i20,Magna,2.95 Lakh,Petrol,Manual,"22,000 kms"
4619,2017 Maruti Wagon R,VXI,4.15 Lakh,Petrol,Manual,"16,500 kms"
4620,2018 Maruti Celerio,ZXI,5.30 Lakh,Petrol,Manual,"40,000 kms"
4621,2021 Maruti Ertiga,ZXI Plus,11.75 Lakh,Petrol,Manual,"37,000 kms"
4622,2020 Kia Seltos,HTX Plus D,16.20 Lakh,Diesel,Manual,"13,000 kms"
4623,2011 BMW 5 Series,520d Sedan,14.25 Lakh,Diesel,Automatic,"7,000 kms"
4624,2012 Land Rover Freelander 2,HSE SD4,14.75 Lakh,Diesel,Automatic,"22,000 kms"
4625,2018 Hyundai i20 Active,SX Diesel,7.80 Lakh,Diesel,Manual,"1,20,000 kms"
4626,2006 Hyundai Santro Xing,XL eRLX Euro III,1.65 Lakh,Petrol,Manual,"1,04,513 kms"
4627,2017 Ford Figo,1.5D Titanium MT,4.75 Lakh,Diesel,Manual,"73,000 kms"
4628,2018 Honda BR-V,Style Edition Diesel V,8.90 Lakh,Diesel,Manual,"99,000 kms"
4629,2015 Honda Brio,S MT,4.00 Lakh,Petrol,Manual,"52,000 kms"
4630,2008 Mercedes-Benz S-Class,320 CDI,8.50 Lakh,Diesel,Automatic,"1,12,000 kms"
4631,2021 Renault KWID,1.0 RXL,4.50 Lakh,Petrol,Manual,"2,60,000 kms"
4632,2015 Maruti Ciaz,ZDi Plus,6.60 Lakh,Diesel,Manual,"49,000 kms"
4633,2019 Mahindra XUV300,W8 Option Dual Tone Diesel BSIV,10.50 Lakh,Diesel,Manual,"62,000 kms"
4634,2019 BMW 5 Series,520d Luxury Line,44.50 Lakh,Diesel,Automatic,"1,20,000 kms"
4635,2016 Hyundai Creta,1.6 CRDi SX,9.95 Lakh,Diesel,Manual,"1,23,000 kms"
4636,2016 Tata New Safari,Dicor VX 4X2 BS IV,8.75 Lakh,Diesel,Manual,"64,000 kms"
4637,2010 Chevrolet Spark,1.0 LT,1.25 Lakh,Petrol,Manual,"41,964 kms"
4638,2014 Maruti Celerio,VXI Optional,4.25 Lakh,Petrol,Manual,"91,000 kms"
4639,2018 Honda WR-V,i-VTEC VX,8.25 Lakh,Petrol,Manual,"85,000 kms"
